## Table: LBFRS9.T_MTH_FRS9_RDL_MSTR_LIST
Library   : LBFRS9
Schema    : FRSPOWR
Engine    : ODBC (Oracle)
Variables : 131

## Variable Reference
# Num = Numeric, Char = Character

#  | Variable                       | Type | Len | Format      | Label
---|--------------------------------|------|-----|-------------|--------------------------------
66 | F_AKPK_FLAG                    | Char | 1   | $1.         | F_AKPK_FLAG
67 | F_WRITTEN_OFF                  | Char | 1   | $1.         | F_WRITTEN_OFF
68 | F_EXPOSURE_DEFAULT_STATUS_FLAG | Char | 1   | $1.         | F_EXPOSURE_DEFAULT_STATUS_FLAG
69 | IMPAIRED_FLAG                  | Char | 1   | $1.         | IMPAIRED_FLAG
70 | F_REPRICE_FLAG                 | Char | 1   | $1.         | F_REPRICE_FLAG
71 | F_REPACKAGING_IND              | Char | 1   | $1.         | F_REPACKAGING_IND
72 | V_PD_TERM_STRUCTURE_ID         | Char | 40  | $40.        | V_PD_TERM_STRUCTURE_ID
73 | V_BASEL_LGD_POOL_ID            | Char | 20  | $20.        | V_BASEL_LGD_POOL_ID
74 | V_LGD_POOL_ID                  | Char | 20  | $20.        | V_LGD_POOL_ID
75 | V_SUB_LGD_POOL_ID              | Char | 20  | $20.        | V_SUB_LGD_POOL_ID
76 | N_PD_PERCENT                   | Num  | 8   | 17.11       | N_PD_PERCENT
77 | V_LGD_TERM_STRUCTURE_ID        | Char | 40  | $40.        | V_LGD_TERM_STRUCTURE_ID
78 | N_LGD_PERCENT                  | Num  | 8   | 17.11       | N_LGD_PERCENT
79 | NPL_STATUS                     | Char | 26  | $26.        | NPL_STATUS
80 | N_12M_ALLOWANCE_EOP_RCY        | Num  | 8   | 24.3        | N_12M_ALLOWANCE_EOP_RCY
81 | N_PRE_FL_12M_ALLOWANCE_EOP_RCY | Num  | 8   | 24.3        | N_PRE_FL_12M_ALLOWANCE_EOP_RCY
82 | N_ALLOWANCE_EOP_RCY            | Num  | 8   | 24.3        | N_ALLOWANCE_EOP_RCY
83 | N_PRE_FL_ALLOWANCE_EOP_RCY     | Num  | 8   | 24.3        | N_PRE_FL_ALLOWANCE_EOP_RCY
84 | N_EFFECTIVE_INTEREST_RATE      | Num  | 8   | 17.11       | N_EFFECTIVE_INTEREST_RATE
85 | N_SCALAR_PERCENT               | Num  | 8   | 17.11       | N_SCALAR_PERCENT
86 | SCALAR_TERM_STRUCTURE          | Char | 100 | $100.       | SCALAR_TERM_STRUCTURE
87 | N_SCALAR                       | Num  | 8   | 15.         | N_SCALAR
88 | TWELVEMONTH_ECL                | Num  | 8   | 24.3        | TWELVEMONTH_ECL
89 | LIFETIME_ECL                   | Num  | 8   | 24.3        | LIFETIME_ECL
90 | CORPORATE_SCORECARD            | Char | 20  | $20.        | CORPORATE_SCORECARD
91 | RS_INCLUSION                   | Char | 20  | $20.        | RS_INCLUSION
92 | F_RSME_INCLUSION_IND           | Char | 1   | $1.         | F_RSME_INCLUSION_IND
93 | AMORTISED_CASH_IND             | Char | 1   | $1.         | AMORTISED_CASH_IND
94 | DEFAULT_RULE                   | Char | 1   | $1.         | DEFAULT_RULE
95 | N_AVG_RECOVERY_PERIOD          | Num  | 8   | 6.          | N_AVG_RECOVERY_PERIOD
96 | V_NAICS_CODE                   | Char | 50  | $50.        | V_NAICS_CODE
97 | V_FLA_SEGMENT_DESC             | Char | 255 | $255.       | V_FLA_SEGMENT_DESC
98 | EIR                            | Num  | 8   | 24.3        | EIR
99 | EIR_OPENING                    | Num  | 8   | 24.3        | EIR_OPENING
100| EIR_PREVIOUS                   | Num  | 8   | 24.3        | EIR_PREVIOUS
101| ECL_OPENING_ORI_CCY            | Num  | 8   | 24.3        | ECL_OPENING_ORI_CCY
102| ECL_OPENING_BAL_REVAL          | Num  | 8   | 24.3        | ECL_OPENING_BAL_REVAL
103| ECL_OPENING_1ST_JAN            | Num  | 8   | 24.3        | ECL_OPENING_1ST_JAN
104| ECL_CHARGED                    | Num  | 8   | 24.3        | ECL_CHARGED
105| ECL_WRITE_BACK                 | Num  | 8   | 24.3        | ECL_WRITE_BACK
106| ECL_WRITE_OFF                  | Num  | 8   | 24.3        | ECL_WRITE_OFF
107| ECL_FX_DIFF                    | Num  | 8   | 24.3        | ECL_FX_DIFF
108| ECL_CLOSING_BAL                | Num  | 8   | 24.3        | ECL_CLOSING_BAL
109| NET_ECL_PL                     | Num  | 8   | 24.3        | NET_ECL_PL
110| INDIVIDUAL_ALLOWANCE           | Num  | 8   | 24.3        | INDIVIDUAL_ALLOWANCE
111| UWI_OPENING_ORI_CCY            | Num  | 8   | 24.3        | UWI_OPENING_ORI_CCY
112| UWI_OPENING_BAL_REVAL          | Num  | 8   | 24.3        | UWI_OPENING_BAL_REVAL
113| UWI_OPENING_1ST_JAN            | Num  | 8   | 24.3        | UWI_OPENING_1ST_JAN
114| UWI_CHARGED                    | Num  | 8   | 24.3        | UWI_CHARGED
115| UWI_WRITE_BACK                 | Num  | 8   | 24.3        | UWI_WRITE_BACK
116| UWI_WRITE_OFF                  | Num  | 8   | 24.3        | UWI_WRITE_OFF
117| UWI_FX_DIFF                    | Num  | 8   | 24.3        | UWI_FX_DIFF
118| UWI_CLOSING_BAL                | Num  | 8   | 24.3        | UWI_CLOSING_BAL
119| UWI_FTM                        | Num  | 8   | 24.3        | UWI_FTM
120| V_D_ACCOUNT_STATUS             | Char | 20  | $20.        | V_D_ACCOUNT_STATUS
121| V_FINANCING_CODE               | Char | 1   | $1.         | V_FINANCING_CODE
122| V_CUSTOMER_PARENT_GROUP_NAME   | Char | 30  | $30.        | V_CUSTOMER_PARENT_GROUP_NAME
123| N_RCY_CONVERSION_FACTOR        | Num  | 8   | 17.9        | N_RCY_CONVERSION_FACTOR
124| CURR_RATING_BAND_CATEGORY      | Char | 25  | $25.        | CURR_RATING_BAND_CATEGORY
125| WL_FLAG                        | Char | 1   | $1.         | WL_FLAG
126| F_SHORT_TERM_IND               | Char | 1   | $1.         | F_SHORT_TERM_IND
127| F_SHORT_TERM_INCEP_IND         | Char | 1   | $1.         | F_SHORT_TERM_INCEP_IND
128| FINAL_ECL_ADJ                  | Num  | 8   | 24.3        | FINAL_ECL_ADJ
129| UPDT_PRG                       | Char | 100 | $100.       | UPDT_PRG
130| UPDT_DTE                       | Num  | 8   | DATETIME20. | UPDT_DTE
131| UPDT_USR                       | Char | 20  | $20.        | UPDT_USR
